,i,name,SMILES
889,889,PC4H9(183) + HCO(19) <=> C4H8(189) + CH2O(9),[CH2]CCC+[CH]=O_C=CCC+C=O
890,890,SC4H9(184) + HCO(19) <=> C4H8(189) + CH2O(9),C[CH]CC+[CH]=O_C=CCC+C=O
891,891,PC4H9(183) + CH3(18) <=> CH4(10) + C4H8(189),[CH2]CCC+[CH3]_C+C=CCC
892,892,SC4H9(184) + CH3(18) <=> CH4(10) + C4H8(189),C[CH]CC+[CH3]_C+C=CCC
893,893,C7H15(680) + CH3(18) <=> CH4(10) + C7H14(808),CCC[CH]CCC+[CH3]_C+CCC=CCCC
894,894,C7H15(679) + CH3(18) <=> CH4(10) + C7H14(808),CC[CH]CCCC+[CH3]_C+CCC=CCCC
895,895,C7H15(682) + CH3(18) <=> CH4(10) + C7H14(754),C[CH]CCCCC+[CH3]_C+CC=CCCCC
896,896,C7H15(679) + CH3(18) <=> CH4(10) + C7H14(754),CC[CH]CCCC+[CH3]_C+CC=CCCCC
897,897,S(785) + C2H3(22) <=> C2H4(11) + S(763),CCCCCC(C)OO+[CH]=C_C=C+CCCCCC(C)O[O]
898,898,S(837) + C2H3(22) <=> C2H4(11) + S(816),CCCCC(CC)OO+[CH]=C_C=C+CCCCC(CC)O[O]
899,899,S(985) + C2H3(22) <=> C2H4(11) + S(969),CCCCCCCOO+[CH]=C_C=C+CCCCCCCO[O]
900,900,S(1049) + C2H3(22) <=> C2H4(11) + S(1025),CCC(CCC(C)OO)OO+[CH]=C_C=C+CCC(CCC(C)OO)O[O]
901,901,S(1049) + C2H3(22) <=> C2H4(11) + S(1048),CCC(CCC(C)OO)OO+[CH]=C_C=C+CCC(CCC(C)O[O])OO
902,902,PC4H9(183) + C2H3(22) <=> C2H4(11) + C4H8(189),[CH2]CCC+[CH]=C_C=C+C=CCC
903,903,SC4H9(184) + C2H3(22) <=> C2H4(11) + C4H8(189),C[CH]CC+[CH]=C_C=C+C=CCC
904,904,C2H5(43) + CH2CHO(21) <=> C2H4(11) + CH3CHO(46),C[CH2]+[CH2]C=O_C=C+CC=O
905,905,C2H5(43) + CH3CO(20) <=> C2H4(11) + CH3CHO(46),C[CH2]+C[C]=O_C=C+CC=O
906,906,NC3H7(92) + H(14) <=> C3H6(12) + H2(13),[CH2]CC+[H]_C=CC+[H][H]
907,907,IC3H7(93) + H(14) <=> C3H6(12) + H2(13),C[CH]C+[H]_C=CC+[H][H]
908,908,CH2CHO(21) + NC3H7(92) <=> C3H6(12) + CH3CHO(46),[CH2]C=O+[CH2]CC_C=CC+CC=O
909,909,CH3CO(20) + NC3H7(92) <=> C3H6(12) + CH3CHO(46),C[C]=O+[CH2]CC_C=CC+CC=O
910,910,IC3H7(93) + CH2CHO(21) <=> C3H6(12) + CH3CHO(46),C[CH]C+[CH2]C=O_C=CC+CC=O
911,911,IC3H7(93) + CH3CO(20) <=> C3H6(12) + CH3CHO(46),C[CH]C+C[C]=O_C=CC+CC=O
912,912,S(785) + H(14) <=> S(763) + H2(13),CCCCCC(C)OO+[H]_CCCCCC(C)O[O]+[H][H]
913,913,S(837) + H(14) <=> S(816) + H2(13),CCCCC(CC)OO+[H]_CCCCC(CC)O[O]+[H][H]
914,914,S(985) + H(14) <=> S(969) + H2(13),CCCCCCCOO+[H]_CCCCCCCO[O]+[H][H]
915,915,PC4H9(183) + H(14) <=> C4H8(189) + H2(13),[CH2]CCC+[H]_C=CCC+[H][H]
916,916,SC4H9(184) + H(14) <=> C4H8(189) + H2(13),C[CH]CC+[H]_C=CCC+[H][H]
917,917,C7H15(680) + H(14) <=> C7H14(808) + H2(13),CCC[CH]CCC+[H]_CCC=CCCC+[H][H]
918,918,C7H15(679) + H(14) <=> C7H14(808) + H2(13),CC[CH]CCCC+[H]_CCC=CCCC+[H][H]
919,919,C7H15(682) + H(14) <=> C7H14(754) + H2(13),C[CH]CCCCC+[H]_CC=CCCCC+[H][H]
920,920,C7H15(679) + H(14) <=> C7H14(754) + H2(13),CC[CH]CCCC+[H]_CC=CCCCC+[H][H]
921,921,S(985) + CH3CO(20) <=> CH3CHO(46) + S(969),CCCCCCCOO+C[C]=O_CC=O+CCCCCCCO[O]
922,922,S(1049) + CH3CO(20) <=> CH3CHO(46) + S(1025),CCC(CCC(C)OO)OO+C[C]=O_CC=O+CCC(CCC(C)OO)O[O]
923,923,S(1049) + CH3CO(20) <=> CH3CHO(46) + S(1048),CCC(CCC(C)OO)OO+C[C]=O_CC=O+CCC(CCC(C)O[O])OO
924,924,CH2CHO(21) + PC4H9(183) <=> C4H8(189) + CH3CHO(46),[CH2]C=O+[CH2]CCC_C=CCC+CC=O
925,925,CH3CO(20) + PC4H9(183) <=> C4H8(189) + CH3CHO(46),C[C]=O+[CH2]CCC_C=CCC+CC=O
926,926,SC4H9(184) + CH2CHO(21) <=> C4H8(189) + CH3CHO(46),C[CH]CC+[CH2]C=O_C=CCC+CC=O
927,927,SC4H9(184) + CH3CO(20) <=> C4H8(189) + CH3CHO(46),C[CH]CC+C[C]=O_C=CCC+CC=O
928,928,C7H15(680) + CH2CHO(21) <=> CH3CHO(46) + C7H14(808),CCC[CH]CCC+[CH2]C=O_CC=O+CCC=CCCC
929,929,C7H15(680) + CH3CO(20) <=> CH3CHO(46) + C7H14(808),CCC[CH]CCC+C[C]=O_CC=O+CCC=CCCC
930,930,C7H15(679) + CH2CHO(21) <=> CH3CHO(46) + C7H14(808),CC[CH]CCCC+[CH2]C=O_CC=O+CCC=CCCC
931,931,C7H15(679) + CH3CO(20) <=> CH3CHO(46) + C7H14(808),CC[CH]CCCC+C[C]=O_CC=O+CCC=CCCC
932,932,C7H15(682) + CH2CHO(21) <=> C7H14(754) + CH3CHO(46),C[CH]CCCCC+[CH2]C=O_CC=CCCCC+CC=O
933,933,C7H15(682) + CH3CO(20) <=> C7H14(754) + CH3CHO(46),C[CH]CCCCC+C[C]=O_CC=CCCCC+CC=O
934,934,C7H15(679) + CH2CHO(21) <=> C7H14(754) + CH3CHO(46),CC[CH]CCCC+[CH2]C=O_CC=CCCCC+CC=O
935,935,C7H15(679) + CH3CO(20) <=> C7H14(754) + CH3CHO(46),CC[CH]CCCC+C[C]=O_CC=CCCCC+CC=O
936,936,C4H6O(264) + CH3(18) <=> CH2CO(24) + NC3H7(92),C=CC(C)=O+[CH3]_C=C=O+[CH2]CC
937,937,C3H6(12) + CO(6) <=> CH3CO(20) + C2H3(22),C=CC+[C-]#[O+]_C[C]=O+[CH]=C
938,938,C5H9O(945) <=> CO(6) + PC4H9(183),C=C([O])CCC_[C-]#[O+]+[CH2]CCC
939,939,S(1484) + OH(15) <=> S(907),CCCC([O])CC(C)=O+[OH]_CCCC(CC(C)=O)OO
940,940,S(185) <=> C4H8O(265) + OH(15),CCCCO[O]_CCCC=O+[OH]
941,941,S(220) <=> C4H8O(265) + OH(15),C[CH]CCOO_CCCC=O+[OH]
942,942,C3H6(12) + CH2O(9) <=> C4H8O(265),C=CC+C=O_CCCC=O
943,943,C3H6(12) + CH2O(9) <=> C2H5(43) + CH2CHO(21),C=CC+C=O_C[CH2]+[CH2]C=O
944,944,C3H6(12) + CH2O(9) <=> NC3H7(92) + HCO(19),C=CC+C=O_[CH2]CC+[CH]=O
945,945,C4H8O(265) <=> C2H5(43) + CH2CHO(21),CCCC=O_C[CH2]+[CH2]C=O
946,946,C4H8O(265) <=> NC3H7(92) + HCO(19),CCCC=O_[CH2]CC+[CH]=O
947,947,CH2CO(24) + CH3(18) <=> C3H5O(70),C=C=O+[CH3]_[CH2]C(C)=O
948,948,S(454) + OH(15) => C2H4(11) + H2O(8) + C3H5O(70),CC1CCCO1+[OH]_C=C+O+[CH2]C(C)=O
949,949,S(454) + HO2(16) => C2H4(11) + H2O2(17) + C3H5O(70),CC1CCCO1+[O]O_C=C+OO+[CH2]C(C)=O
950,950,S(1806) <=> C3H6(12) + C3H5O(70),C=C([O])CCCC_C=CC+[CH2]C(C)=O
951,951,C3H6(12) + C3H5O(70) <=> S(1921),C=CC+[CH2]C(C)=O_C[CH]CCC(C)=O
952,952,C5H9O(945) <=> C2H4(11) + C3H5O(70),C=C([O])CCC_C=C+[CH2]C(C)=O
953,953,S(2324) <=> C2H4(11) + C3H5O(70),[CH2]C(O)=CCC_C=C+[CH2]C(C)=O
954,954,S(2329) <=> C2H4(11) + C3H5O(70),CCC=C(C)[O]_C=C+[CH2]C(C)=O
955,955,C4H6O(264) + CH3(18) <=> C2H4(11) + C3H5O(70),C=CC(C)=O+[CH3]_C=C+[CH2]C(C)=O
956,956,C4H8O(265) + C3H5O(70) <=> S(1484),CCCC=O+[CH2]C(C)=O_CCCC([O])CC(C)=O
957,957,C3H5O(70) <=> CH3CO(20) + CH2(23),[CH2]C(C)=O_C[C]=O+[CH2]
958,958,C3H5O(70) + O2(2) <=> C3H5O3(72),[CH2]C(C)=O+[O][O]_CC(=O)CO[O]
959,959,C3H5O3(72) <=> C2H5O2(44) + CO(6),CC(=O)CO[O]_CCO[O]+[C-]#[O+]
960,960,S(2212) <=> C6H12(809),C[C]CCCC_C=CCCCC
961,961,S(7940) <=> C2H5O2(44) + CO(6),[CH2]C(=O)COO_CCO[O]+[C-]#[O+]
962,962,S(7940) <=> C3H5O3(72),[CH2]C(=O)COO_CC(=O)CO[O]
963,963,S(7940) + O2(2) <=> S(7974),[CH2]C(=O)COO+[O][O]_[O]OCC(=O)COO
964,964,C2H5O2(44) + CO(6) <=> S(3152) + OH(15),CCO[O]+[C-]#[O+]_O=C1COC1+[OH]
965,965,C3H5O3(72) <=> S(3152) + OH(15),CC(=O)CO[O]_O=C1COC1+[OH]
966,966,S(7940) <=> S(3152) + OH(15),[CH2]C(=O)COO_O=C1COC1+[OH]
967,967,S(3152) <=> CH2CO(24) + CH2O(9),O=C1COC1_C=C=O+C=O
968,968,S(766) + O(5) <=> S(763),CCCCCC(C)[O]+[O]_CCCCCC(C)O[O]
969,969,S(766) + OH(15) <=> S(785),CCCCCC(C)[O]+[OH]_CCCCCC(C)OO
970,970,C7H15(682) + O(5) <=> S(766),C[CH]CCCCC+[O]_CCCCCC(C)[O]
971,971,CH3CHO(46) + C5H11(421) <=> S(766),CC=O+[CH2]CCCC_CCCCCC(C)[O]
972,972,S(982) <=> S(969),CCC[CH]CCCOO_CCCCCCCO[O]
973,973,S(982) + H(14) <=> S(985),CCC[CH]CCCOO+[H]_CCCCCCCOO
974,974,S(982) + HO2(16) <=> S(985) + O2(2),CCC[CH]CCCOO+[O]O_CCCCCCCOO+[O][O]
975,975,S(982) + H2O2(17) <=> S(985) + HO2(16),CCC[CH]CCCOO+OO_CCCCCCCOO+[O]O
976,976,S(982) + C2H5(43) <=> C2H4(11) + S(985),CCC[CH]CCCOO+C[CH2]_C=C+CCCCCCCOO
977,977,S(982) + NC3H7(92) <=> C3H6(12) + S(985),CCC[CH]CCCOO+[CH2]CC_C=CC+CCCCCCCOO
978,978,S(982) + IC3H7(93) <=> C3H6(12) + S(985),CCC[CH]CCCOO+C[CH]C_C=CC+CCCCCCCOO
979,979,S(785) + S(982) <=> S(763) + S(985),CCCCCC(C)OO+CCC[CH]CCCOO_CCCCCC(C)O[O]+CCCCCCCOO
980,980,S(837) + S(982) <=> S(816) + S(985),CCCCC(CC)OO+CCC[CH]CCCOO_CCCCC(CC)O[O]+CCCCCCCOO
981,981,S(985) + S(982) <=> S(985) + S(969),CCCCCCCOO+CCC[CH]CCCOO_CCCCCCCOO+CCCCCCCO[O]
982,982,S(1049) + S(982) <=> S(1025) + S(985),CCC(CCC(C)OO)OO+CCC[CH]CCCOO_CCC(CCC(C)OO)O[O]+CCCCCCCOO
983,983,S(1049) + S(982) <=> S(1048) + S(985),CCC(CCC(C)OO)OO+CCC[CH]CCCOO_CCC(CCC(C)O[O])OO+CCCCCCCOO
984,984,S(985) + OH(15) <=> S(982) + H2O(8),CCCCCCCOO+[OH]_CCC[CH]CCCOO+O
985,985,C7H16(1) + S(982) <=> S(985) + C7H15(682),CCCCCCC+CCC[CH]CCCOO_CCCCCCCOO+C[CH]CCCCC
986,986,C7H15(680) + S(982) <=> C7H14(808) + S(985),CCC[CH]CCC+CCC[CH]CCCOO_CCC=CCCC+CCCCCCCOO
987,987,S(982) + C7H15(679) <=> C7H14(808) + S(985),CCC[CH]CCCOO+CC[CH]CCCC_CCC=CCCC+CCCCCCCOO
988,988,S(982) + HCO(19) <=> S(985) + CO(6),CCC[CH]CCCOO+[CH]=O_CCCCCCCOO+[C-]#[O+]
989,989,C7H16(1) + S(982) <=> S(985) + C7H15(679),CCCCCCC+CCC[CH]CCCOO_CCCCCCCOO+CC[CH]CCCC
990,990,S(985) + C7H15(683) <=> C7H16(1) + S(982),CCCCCCCOO+[CH2]CCCCCC_CCCCCCC+CCC[CH]CCCOO
991,991,S(985) + S(834) <=> S(837) + S(982),CCCCCCCOO+[CH2]CC(CCCC)OO_CCCCC(CC)OO+CCC[CH]CCCOO
992,992,S(785) + S(982) <=> S(985) + S(782),CCCCCC(C)OO+CCC[CH]CCCOO_CCCCCCCOO+CC[CH]CCC(C)OO
993,993,S(837) + S(982) <=> S(985) + S(835),CCCCC(CC)OO+CCC[CH]CCCOO_CCCCCCCOO+C[CH]CCC(CC)OO
994,994,S(985) + S(1045) <=> S(1049) + S(982),CCCCCCCOO+[CH2]CC(CCC(C)OO)OO_CCC(CCC(C)OO)OO+CCC[CH]CCCOO
995,995,S(982) + PC4H9(183) <=> C4H8(189) + S(985),CCC[CH]CCCOO+[CH2]CCC_C=CCC+CCCCCCCOO
996,996,S(982) + SC4H9(184) <=> C4H8(189) + S(985),CCC[CH]CCCOO+C[CH]CC_C=CCC+CCCCCCCOO
997,997,S(982) + C7H15(682) <=> C7H14(754) + S(985),CCC[CH]CCCOO+C[CH]CCCCC_CC=CCCCC+CCCCCCCOO
998,998,S(982) + C7H15(679) <=> C7H14(754) + S(985),CCC[CH]CCCOO+CC[CH]CCCC_CC=CCCCC+CCCCCCCOO
999,999,S(985) + CH3(18) <=> CH4(10) + S(982),CCCCCCCOO+[CH3]_C+CCC[CH]CCCOO
1000,1000,CH3CHO(46) + S(982) <=> S(985) + CH2CHO(21),CC=O+CCC[CH]CCCOO_CCCCCCCOO+[CH2]C=O
1001,1001,S(982) + CH3CO(20) <=> CH2CO(24) + S(985),CCC[CH]CCCOO+C[C]=O_C=C=O+CCCCCCCOO
1002,1002,S(982) + CH2CHO(21) <=> CH2CO(24) + S(985),CCC[CH]CCCOO+[CH2]C=O_C=C=O+CCCCCCCOO
1003,1003,S(982) + C2H3(22) <=> C2H2(25) + S(985),CCC[CH]CCCOO+[CH]=C_C#C+CCCCCCCOO
1004,1004,S(985) + C7H15(680) <=> C7H16(1) + S(982),CCCCCCCOO+CCC[CH]CCC_CCCCCCC+CCC[CH]CCCOO
1005,1005,S(982) + O2(2) <=> S(8345),CCC[CH]CCCOO+[O][O]_CCCC(CCCOO)O[O]
1006,1006,S(8345) <=> S(8362),CCCC(CCCOO)O[O]_CCCC(C[CH]COO)OO
1007,1007,S(8362) <=> S(8372) + OH(15),CCCC(C[CH]COO)OO_CCCC(CC1CO1)OO+[OH]
1008,1008,S(8394) + OH(15) <=> S(8372),CCCC([O])CC1CO1+[OH]_CCCC(CC1CO1)OO
1009,1009,C4H8O(265) + S(8397) <=> S(8394),CCCC=O+[CH2]C1CO1_CCCC([O])CC1CO1
1010,1010,C3H5O(131) <=> CH2O(9) + C2H3(22),[CH2]OC=C_C=O+[CH]=C
1011,1011,C3H5O(131) <=> C2H4(11) + HCO(19),[CH2]OC=C_C=C+[CH]=O
1012,1012,C3H6(12) + CH2O(9) <=> C3H5O(131) + CH3(18),C=CC+C=O_[CH2]OC=C+[CH3]
1013,1013,C2H4(11) + CH2O(9) <=> C3H5O(131) + H(14),C=C+C=O_[CH2]OC=C+[H]
1014,1014,C4H6O(264) + CH2O(9) <=> CH3CO(20) + C3H5O(131),C=CC(C)=O+C=O_C[C]=O+[CH2]OC=C
1015,1015,C4H8(189) + CH2O(9) <=> C2H5(43) + C3H5O(131),C=CCC+C=O_C[CH2]+[CH2]OC=C
1016,1016,S(8397) <=> C3H5O(131),[CH2]C1CO1_[CH2]OC=C
1017,1017,S(8397) <=> CH2(23) + CH2CHO(21),[CH2]C1CO1_[CH2]+[CH2]C=O
1018,1018,C3H5O(131) <=> CH2(23) + CH2CHO(21),[CH2]OC=C_[CH2]+[CH2]C=O
1019,1019,C3H5O(129) <=> CH2O(9) + C2H3(22),C=CC[O]_C=O+[CH]=C
1020,1020,C3H5O(129) <=> C3H5O(131),C=CC[O]_[CH2]OC=C
1021,1021,C3H5O(129) <=> C2H4(11) + HCO(19),C=CC[O]_C=C+[CH]=O
1022,1022,C2H4(11) + CH2O(9) <=> C3H5O(129) + H(14),C=C+C=O_C=CC[O]+[H]
1023,1023,C3H6(12) + CH2O(9) <=> C3H5O(129) + CH3(18),C=CC+C=O_C=CC[O]+[CH3]
1024,1024,C4H6O(264) + CH2O(9) <=> C3H5O(129) + CH3CO(20),C=CC(C)=O+C=O_C=CC[O]+C[C]=O
1025,1025,C4H8(189) + CH2O(9) <=> C3H5O(129) + C2H5(43),C=CCC+C=O_C=CC[O]+C[CH2]
1026,1026,S(8397) <=> C3H5O(129),[CH2]C1CO1_C=CC[O]
1027,1027,IC3H7(93) + O2(2) <=> C3H7O2(97),C[CH]C+[O][O]_CC(C)O[O]
1028,1028,C3H7O2(97) <=> C3H6(12) + HO2(16),CC(C)O[O]_C=CC+[O]O
1029,1029,C3H5O(129) <=> CH2(23) + CH2CHO(21),C=CC[O]_[CH2]+[CH2]C=O
1030,1030,S(2331) <=> C5H9O(945),[CH2]CCC(C)=O_C=C([O])CCC
1031,1031,S(2331) <=> S(2324),[CH2]CCC(C)=O_[CH2]C(O)=CCC
1032,1032,S(2331) <=> S(2329),[CH2]CCC(C)=O_CCC=C(C)[O]
1033,1033,C4H6O(264) + CH3(18) <=> S(2331),C=CC(C)=O+[CH3]_[CH2]CCC(C)=O
1034,1034,S(2324) <=> CO(6) + PC4H9(183),[CH2]C(O)=CCC_[C-]#[O+]+[CH2]CCC
1035,1035,S(2329) <=> CO(6) + PC4H9(183),CCC=C(C)[O]_[C-]#[O+]+[CH2]CCC
1036,1036,C4H6O(264) + CH3(18) <=> CO(6) + PC4H9(183),C=CC(C)=O+[CH3]_[C-]#[O+]+[CH2]CCC
1037,1037,S(2331) <=> CO(6) + PC4H9(183),[CH2]CCC(C)=O_[C-]#[O+]+[CH2]CCC
1038,1038,S(2331) <=> C2H4(11) + C3H5O(70),[CH2]CCC(C)=O_C=C+[CH2]C(C)=O
1039,1039,S(2331) <=> CH2CO(24) + NC3H7(92),[CH2]CCC(C)=O_C=C=O+[CH2]CC
1040,1040,C5H9O(848) + HO2(16) <=> S(454) + O2(2),C[C]1CCCO1+[O]O_CC1CCCO1+[O][O]
1041,1041,S(454) <=> C5H9O(848) + H(14),CC1CCCO1_C[C]1CCCO1+[H]
1042,1042,C5H9O(848) + H2O2(17) <=> S(454) + HO2(16),C[C]1CCCO1+OO_CC1CCCO1+[O]O
1043,1043,C2H5(43) + C5H9O(848) <=> C2H4(11) + S(454),C[CH2]+C[C]1CCCO1_C=C+CC1CCCO1
1044,1044,C5H9O(848) + NC3H7(92) <=> C3H6(12) + S(454),C[C]1CCCO1+[CH2]CC_C=CC+CC1CCCO1
1045,1045,IC3H7(93) + C5H9O(848) <=> C3H6(12) + S(454),C[CH]C+C[C]1CCCO1_C=CC+CC1CCCO1
1046,1046,C7H15(680) + C5H9O(848) <=> S(454) + C7H14(808),CCC[CH]CCC+C[C]1CCCO1_CC1CCCO1+CCC=CCCC
1047,1047,C7H15(679) + C5H9O(848) <=> S(454) + C7H14(808),CC[CH]CCCC+C[C]1CCCO1_CC1CCCO1+CCC=CCCC
1048,1048,C7H15(682) + C5H9O(848) <=> S(454) + C7H14(754),C[CH]CCCCC+C[C]1CCCO1_CC1CCCO1+CC=CCCCC
1049,1049,C7H15(679) + C5H9O(848) <=> S(454) + C7H14(754),CC[CH]CCCC+C[C]1CCCO1_CC1CCCO1+CC=CCCCC
1050,1050,S(454) + CH3(18) <=> CH4(10) + C5H9O(848),CC1CCCO1+[CH3]_C+C[C]1CCCO1
1051,1051,S(454) + CH2CHO(21) <=> CH3CHO(46) + C5H9O(848),CC1CCCO1+[CH2]C=O_CC=O+C[C]1CCCO1
1052,1052,C5H9O(848) + CH3CO(20) <=> CH2CO(24) + S(454),C[C]1CCCO1+C[C]=O_C=C=O+CC1CCCO1
1053,1053,C5H9O(848) + CH2CHO(21) <=> CH2CO(24) + S(454),C[C]1CCCO1+[CH2]C=O_C=C=O+CC1CCCO1
1054,1054,C5H9O(848) + HCO(19) <=> S(454) + CO(6),C[C]1CCCO1+[CH]=O_CC1CCCO1+[C-]#[O+]
1055,1055,S(785) + C5H9O(848) <=> S(454) + S(763),CCCCCC(C)OO+C[C]1CCCO1_CC1CCCO1+CCCCCC(C)O[O]
1056,1056,S(837) + C5H9O(848) <=> S(454) + S(816),CCCCC(CC)OO+C[C]1CCCO1_CC1CCCO1+CCCCC(CC)O[O]
1057,1057,S(985) + C5H9O(848) <=> S(454) + S(969),CCCCCCCOO+C[C]1CCCO1_CC1CCCO1+CCCCCCCO[O]
1058,1058,S(1049) + C5H9O(848) <=> S(454) + S(1025),CCC(CCC(C)OO)OO+C[C]1CCCO1_CC1CCCO1+CCC(CCC(C)OO)O[O]
1059,1059,S(1049) + C5H9O(848) <=> S(454) + S(1048),CCC(CCC(C)OO)OO+C[C]1CCCO1_CC1CCCO1+CCC(CCC(C)O[O])OO
1060,1060,C5H9O(848) + PC4H9(183) <=> C4H8(189) + S(454),C[C]1CCCO1+[CH2]CCC_C=CCC+CC1CCCO1
1061,1061,SC4H9(184) + C5H9O(848) <=> C4H8(189) + S(454),C[CH]CC+C[C]1CCCO1_C=CCC+CC1CCCO1
1062,1062,C5H9O(848) <=> C5H9O(945),C[C]1CCCO1_C=C([O])CCC
1063,1063,C5H9O(848) <=> S(2324),C[C]1CCCO1_[CH2]C(O)=CCC
1064,1064,C5H9O(848) <=> S(2329),C[C]1CCCO1_CCC=C(C)[O]
1065,1065,C4H6O(264) + CH3(18) <=> C5H9O(848),C=CC(C)=O+[CH3]_C[C]1CCCO1
1066,1066,C5H9O(848) <=> S(2331),C[C]1CCCO1_[CH2]CCC(C)=O
1067,1067,C2H4(11) + CH2CO(24) <=> C4H6O(264),C=C+C=C=O_C=CC(C)=O
1068,1068,C2H4(11) + CH2CO(24) <=> C3H6(12) + CO(6),C=C+C=C=O_C=CC+[C-]#[O+]
1069,1069,C2H4(11) + CH2CO(24) <=> CH3CO(20) + C2H3(22),C=C+C=C=O_C[C]=O+[CH]=C
1070,1070,C5H9O(848) <=> CO(6) + PC4H9(183),C[C]1CCCO1_[C-]#[O+]+[CH2]CCC
1071,1071,C5H9O(848) <=> C2H4(11) + C3H5O(70),C[C]1CCCO1_C=C+[CH2]C(C)=O
1072,1072,C5H9O(848) <=> CH2CO(24) + NC3H7(92),C[C]1CCCO1_C=C=O+[CH2]CC
1073,1073,C7H16(1) + C2H3(22) <=> C2H4(11) + C7H15(679),CCCCCCC+[CH]=C_C=C+CC[CH]CCCC
1074,1074,C7H16(1) + C2H3(22) <=> C2H4(11) + C7H15(680),CCCCCCC+[CH]=C_C=C+CCC[CH]CCC
1075,1075,C7H16(1) + C2H3(22) <=> C2H4(11) + C7H15(682),CCCCCCC+[CH]=C_C=C+C[CH]CCCCC
1076,1076,C7H16(1) + C2H3(22) <=> C2H4(11) + C7H15(683),CCCCCCC+[CH]=C_C=C+[CH2]CCCCCC
1077,1077,S(185) + CO(6) <=> S(2039),CCCCO[O]+[C-]#[O+]_CC(=O)CCCO[O]
1078,1078,S(2331) + O2(2) <=> S(2039),[CH2]CCC(C)=O+[O][O]_CC(=O)CCCO[O]
1079,1079,S(2039) <=> S(8608),CC(=O)CCCO[O]_CC1([O])CCCOO1
1080,1080,S(8641) + CH3(18) <=> S(8608),O=C1CCCOO1+[CH3]_CC1([O])CCCOO1
1081,1081,C2H2(25) + CH3CHO(46) <=> C4H6O(264),C#C+CC=O_C=CC(C)=O
1082,1082,C2H2(25) + CH3CHO(46) <=> C3H6(12) + CO(6),C#C+CC=O_C=CC+[C-]#[O+]
1083,1083,C2H2(25) + CH3CHO(46) <=> CH3CO(20) + C2H3(22),C#C+CC=O_C[C]=O+[CH]=C
1084,1084,S(1336) <=> C7H14(808),C=CC(CC)CC_CCC=CCCC
1085,1085,S(1335) <=> C7H14(808),C=CC(C)CCC_CCC=CCCC
1086,1086,S(1335) <=> C7H14(754),C=CC(C)CCC_CC=CCCCC
1087,1087,C5H11(422) + C2H3(22) <=> S(1335),C[CH]CCC+[CH]=C_C=CC(C)CCC
1088,1088,S(818) + O(5) <=> S(816),CCCCC([O])CC+[O]_CCCCC(CC)O[O]
1089,1089,S(818) + OH(15) <=> S(837),CCCCC([O])CC+[OH]_CCCCC(CC)OO
1090,1090,C7H15(679) + O(5) <=> S(818),CC[CH]CCCC+[O]_CCCCC([O])CC
1091,1091,S(436) <=> S(734) + OH(15),CCCCCO[O]_CCCCC=O+[OH]
1092,1092,S(443) <=> S(734) + OH(15),CC[CH]CCOO_CCCCC=O+[OH]
1093,1093,S(444) <=> S(734) + OH(15),C[CH]CCCOO_CCCCC=O+[OH]
1094,1094,C4H8(189) + CH2O(9) <=> S(734),C=CCC+C=O_CCCCC=O
1095,1095,S(734) + C2H5(43) <=> S(818),CCCCC=O+C[CH2]_CCCCC([O])CC
1096,1096,C4H8(189) + CH2O(9) <=> CH2CHO(21) + NC3H7(92),C=CCC+C=O_[CH2]C=O+[CH2]CC
1097,1097,C4H8(189) + CH2O(9) <=> PC4H9(183) + HCO(19),C=CCC+C=O_[CH2]CCC+[CH]=O
1098,1098,S(734) <=> CH2CHO(21) + NC3H7(92),CCCCC=O_[CH2]C=O+[CH2]CC
1099,1099,S(734) <=> PC4H9(183) + HCO(19),CCCCC=O_[CH2]CCC+[CH]=O
1100,1100,CH3CHO(46) + CH3CHO(46) <=> C2H5O2(44) + C2H3(22),CC=O+CC=O_CCO[O]+[CH]=C
1101,1101,C2H5O2(44) + CO(6) <=> S(3146) + OH(15),CCO[O]+[C-]#[O+]_C=C([O])C[O]+[OH]
1102,1102,C3H5O3(72) <=> S(3146) + OH(15),CC(=O)CO[O]_C=C([O])C[O]+[OH]
1103,1103,S(7940) <=> S(3146) + OH(15),[CH2]C(=O)COO_C=C([O])C[O]+[OH]
1104,1104,S(3146) <=> CH2CO(24) + CH2O(9),C=C([O])C[O]_C=C=O+C=O
1105,1105,S(3146) <=> S(3152),C=C([O])C[O]_O=C1COC1
1106,1106,S(3152) + O2(2) <=> S(3146) + O2(2),O=C1COC1+[O][O]_C=C([O])C[O]+[O][O]
1107,1107,CH2O(9) + S(3152) <=> S(3146) + CH2O(9),C=O+O=C1COC1_C=C([O])C[O]+C=O
1108,1108,CH2O(9) + CH3CHO(46) <=> CH3O2(39) + C2H3(22),C=O+CC=O_CO[O]+[CH]=C
1109,1109,C5H11(421) <=> C5H10(424) + H(14),[CH2]CCCC_C=CCCC+[H]
1110,1110,C5H11(422) <=> C5H10(424) + H(14),C[CH]CCC_C=CCCC+[H]
1111,1111,C5H11(421) + O2(2) <=> C5H10(424) + HO2(16),[CH2]CCCC+[O][O]_C=CCCC+[O]O
1112,1112,C5H11(422) + O2(2) <=> C5H10(424) + HO2(16),C[CH]CCC+[O][O]_C=CCCC+[O]O
1113,1113,S(436) <=> C5H10(424) + HO2(16),CCCCCO[O]_C=CCCC+[O]O
1114,1114,S(438) <=> C5H10(424) + HO2(16),CCCC(C)O[O]_C=CCCC+[O]O
